x,y,z,phi_m,Ax,Ay,Az,Bx,By,Bz
0.76989658, 0, 0.4445, -0.00017538332, 0.015467772, -3.1478116e-05, 0.014902491, -0.0018142639, 0.19004605, 0.0081479756
0.76939658, 0, 0.44536603, -0.00018329744, 0.015443237, -3.1521443e-05, 0.014857641, -0.0018096681, 0.18708048, 0.0080365013
0.76889658, 0, 0.44623205, -0.00019111243, 0.01541755, -3.1557503e-05, 0.014812125, -0.0018043315, 0.18415694, 0.0079248142
0.76839658, 0, 0.44709808, -0.00019882781, 0.015390746, -3.1586332e-05, 0.014765961, -0.0017982722, 0.18127535, 0.0078130666
0.76789658, 0, 0.4479641, -0.00020644323, 0.015362862, -3.1607974e-05, 0.014719166, -0.0017915097, 0.17843554, 0.0077014012
0.76739658, 0, 0.44883013, -0.00021395849, 0.015333936, -3.1622478e-05, 0.014671757, -0.0017840648, 0.17563731, 0.0075899508
0.76689658, 0, 0.44969615, -0.00022137347, 0.015304003, -3.1629903e-05, 0.01462375, -0.0017759594, 0.17288042, 0.0074788391
0.76639658, 0, 0.45056218, -0.0002286882, 0.015273097, -3.1630312e-05, 0.014575164, -0.0017672165, 0.17016456, 0.0073681802
0.76589658, 0, 0.4514282, -0.00023590281, 0.015241255, -3.1623776e-05, 0.014526015, -0.0017578595, 0.1674894, 0.0072580792
0.76539658, 0, 0.45229423, -0.00024301751, 0.015208508, -3.1610371e-05, 0.014476321, -0.0017479121, 0.16485458, 0.0071486325
0.76489658, 0, 0.45316025, -0.00025003263, 0.015174892, -3.1590179e-05, 0.014426099, -0.0017373985, 0.16225968, 0.007039928
0.76439658, 0, 0.45402628, -0.00025694857, 0.015140437, -3.1563287e-05, 0.014375365, -0.0017263428, 0.15970427, 0.0069320453
0.76389658, 0, 0.4548923, -0.0002637658, 0.015105177, -3.1529788e-05, 0.014324137, -0.0017147691, 0.1571879, 0.0068250562
0.76339658, 0, 0.45575833, -0.00027048488, 0.015069141, -3.1489778e-05, 0.014272432, -0.001702701, 0.15471008, 0.0067190249
0.76289658, 0, 0.45662436, -0.00027710641, 0.015032359, -3.1443359e-05, 0.014220267, -0.0016901622, 0.15227031, 0.0066140087
0.76239658, 0, 0.45749038, -0.00028363107, 0.014994862, -3.1390637e-05, 0.014167658, -0.0016771758, 0.14986806, 0.006510058
0.76189658, 0, 0.45835641, -0.00029005959, 0.014956678, -3.133172e-05, 0.014114622, -0.0016637644, 0.14750281, 0.0064072166
0.76139658, 0, 0.45922243, -0.00029639272, 0.014917835, -3.126672e-05, 0.014061175, -0.00164995, 0.145174, 0.0063055226
0.76089658, 0, 0.46008846, -0.0003026313, 0.014878359, -3.1195754e-05, 0.014007334, -0.001635754, 0.14288107, 0.0062050082
0.76039658, 0, 0.46095448, -0.00030877616, 0.014838277, -3.111894e-05, 0.013953114, -0.0016211972, 0.14062346, 0.0061057002
0.75989658, 0, 0.46182051, -0.00031482818, 0.014797615, -3.1036399e-05, 0.013898532, -0.0016062996, 0.13840059, 0.0060076205
0.75939658, 0, 0.46268653, -0.00032078827, 0.014756396, -3.0948255e-05, 0.013843603, -0.0015910805, 0.13621188, 0.0059107863
0.75889658, 0, 0.46355256, -0.00032665735, 0.014714645, -3.0854632e-05, 0.013788342, -0.0015755583, 0.13405676, 0.0058152104
0.75839658, 0, 0.46441858, -0.00033243638, 0.014672385, -3.0755659e-05, 0.013732765, -0.0015597509, 0.13193464, 0.0057209016
0.75789658, 0, 0.46528461, -0.00033812632, 0.014629638, -3.0651465e-05, 0.013676886, -0.0015436752, 0.12984493, 0.0056278649
0.75739658, 0, 0.46615064, -0.00034372813, 0.014586426, -3.0542179e-05, 0.013620721, -0.0015273471, 0.12778707, 0.0055361017
0.75689658, 0, 0.46701666, -0.0003492428, 0.01454277, -3.0427934e-05, 0.013564283, -0.001510782, 0.12576047, 0.0054456105
0.75639658, 0, 0.46788269, -0.00035467132, 0.01449869, -3.0308862e-05, 0.013507587, -0.0014939945, 0.12376456, 0.0053563864
0.75589658, 0, 0.46874871, -0.00036001466, 0.014454205, -3.0185097e-05, 0.013450647, -0.001476998, 0.12179878, 0.0052684223
0.75539658, 0, 0.46961474, -0.00036527382, 0.014409334, -3.0056772e-05, 0.013393476, -0.0014598057, 0.11986255, 0.0051817083
0.75489658, 0, 0.47048076, -0.00037044977, 0.014364096, -2.9924024e-05, 0.013336087, -0.0014424295, 0.11795532, 0.0050962324
0.75439658, 0, 0.47134679, -0.0003755435, 0.014318507, -2.9786987e-05, 0.013278495, -0.0014248809, 0.11607656, 0.0050119807
0.75389658, 0, 0.47221281, -0.00038055598, 0.014272585, -2.9645796e-05, 0.013220711, -0.0014071705, 0.11422571, 0.0049289374
0.75339658, 0, 0.47307884, -0.00038548816, 0.014226345, -2.9500586e-05, 0.013162748, -0.0013893084, 0.11240224, 0.0048470852
0.75289658, 0, 0.47394486, -0.000390341, 0.014179804, -2.9351494e-05, 0.013104619, -0.0013713037, 0.11060564, 0.0047664052
0.75239658, 0, 0.47481089, -0.00039511543, 0.014132977, -2.9198653e-05, 0.013046336, -0.0013531653, 0.1088354, 0.0046868777
0.75189658, 0, 0.47567691, -0.00039981238, 0.014085877, -2.90422e-05, 0.012987909, -0.0013349011, 0.10709101, 0.0046084817
0.75139658, 0, 0.47654294, -0.00040443276, 0.01403852, -2.8882268e-05, 0.012929352, -0.0013165187, 0.10537198, 0.0045311954
0.75089658, 0, 0.47740897, -0.00040897746, 0.013990917, -2.8718991e-05, 0.012870674, -0.001298025, 0.10367784, 0.0044549964
0.75039658, 0, 0.47827499, -0.00041344736, 0.013943083, -2.8552502e-05, 0.012811887, -0.0012794267, 0.10200811, 0.0043798615
0.74989658, 0, 0.47914102, -0.00041784331, 0.013895029, -2.8382934e-05, 0.012753001, -0.0012607296, 0.10036233, 0.0043057673
0.74939658, 0, 0.48000704, -0.00042216617, 0.013846768, -2.8210418e-05, 0.012694028, -0.0012419397, 0.098740064, 0.0042326902
0.74889658, 0, 0.48087307, -0.00042641676, 0.01379831, -2.8035084e-05, 0.012634976, -0.001223062, 0.097140873, 0.0041606062
0.74839658, 0, 0.48173909, -0.00043059588, 0.013749668, -2.7857063e-05, 0.012575857, -0.0012041018, 0.095564334, 0.0040894914
0.74789658, 0, 0.48260512, -0.00043470433, 0.013700852, -2.767648e-05, 0.012516679, -0.0011850636, 0.094010036, 0.004019322
0.74739658, 0, 0.48347114, -0.00043874287, 0.013651871, -2.7493465e-05, 0.012457451, -0.0011659521, 0.092477577, 0.0039500742
0.74689658, 0, 0.48433717, -0.00044271226, 0.013602736, -2.7308141e-05, 0.012398184, -0.0011467715, 0.090966568, 0.0038817247
0.74639658, 0, 0.48520319, -0.00044661323, 0.013553456, -2.7120633e-05, 0.012338886, -0.0011275261, 0.089476634, 0.0038142503
0.74589658, 0, 0.48606922, -0.00045044649, 0.01350404, -2.6931064e-05, 0.012279566, -0.0011082201, 0.088007407, 0.0037476284
0.74539658, 0, 0.48693524, -0.00045421276, 0.013454498, -2.6739553e-05, 0.012220232, -0.0010888573, 0.086558532, 0.0036818369
0.74489658, 0, 0.48780127, -0.0004579127, 0.013404837, -2.6546219e-05, 0.012160892, -0.001069442, 0.085129666, 0.0036168541
0.74439658, 0, 0.4886673, -0.000461547, 0.013355066, -2.635118e-05, 0.012101555, -0.0010499782, 0.083720476, 0.003552659
0.74389658, 0, 0.48953332, -0.00046511628, 0.013305192, -2.6154551e-05, 0.012042228, -0.0010304699, 0.082330639, 0.0034892315
0.74339658, 0, 0.49039935, -0.0004686212, 0.013255224, -2.5956445e-05, 0.011982918, -0.0010109213, 0.080959844, 0.0034265519
0.74289658, 0, 0.49126537, -0.00047206237, 0.013205168, -2.5756973e-05, 0.011923634, -0.00099133675, 0.079607789, 0.0033646016
0.74239658, 0, 0.4921314, -0.0004754404, 0.013155031, -2.5556243e-05, 0.011864382, -0.00097172059, 0.078274183, 0.0033033626
0.74189658, 0, 0.49299742, -0.00047875588, 0.013104821, -2.5354364e-05, 0.011805169, -0.00095207736, 0.076958745, 0.0032428178
0.74139658, 0, 0.49386345, -0.00048200939, 0.013054544, -2.5151439e-05, 0.011746003, -0.00093241175, 0.075661201, 0.003182951
0.74089658, 0, 0.49472947, -0.00048520151, 0.013004206, -2.4947571e-05, 0.011686889, -0.0009127286, 0.074381291, 0.0031237469
0.74039658, 0, 0.4955955, -0.00048833279, 0.012953813, -2.474286e-05, 0.011627834, -0.00089303293, 0.07311876, 0.0030651912
0.73989658, 0, 0.49646152, -0.00049140379, 0.012903372, -2.4537405e-05, 0.011568845, -0.00087332991, 0.071873364, 0.0030072705
0.73939658, 0, 0.49732755, -0.00049441505, 0.012852888, -2.4331299e-05, 0.011509927, -0.0008536249, 0.070644867, 0.0029499723
0.73889658, 0, 0.49819357, -0.0004973671, 0.012802367, -2.4124638e-05, 0.011451087, -0.00083392343, 0.069433041, 0.0028932849
0.73839658, 0, 0.4990596, -0.00050026046, 0.012751814, -2.3917511e-05, 0.01139233, -0.00081423117, 0.068237666, 0.0028371979
0.73789658, 0, 0.49992563, -0.00050309567, 0.012701235, -2.3710007e-05, 0.011333661, -0.00079455399, 0.067058532, 0.0027817015
0.73739658, 0, 0.50079165, -0.00050587324, 0.012650634, -2.3502212e-05, 0.011275088, -0.00077489786, 0.065895432, 0.0027267869
0.73689658, 0, 0.50165768, -0.00050859367, 0.012600018, -2.329421e-05, 0.011216613, -0.00075526893, 0.064748171, 0.0026724463
0.73639658, 0, 0.5025237, -0.00051125749, 0.01254939, -2.3086083e-05, 0.011158244, -0.00073567346, 0.063616558, 0.0026186726
0.73589658, 0, 0.50338973, -0.00051386519, 0.012498755, -2.2877909e-05, 0.011099984, -0.00071611783, 0.062500409, 0.0025654598
0.73539658, 0, 0.50425575, -0.00051641728, 0.012448118, -2.2669766e-05, 0.011041839, -0.00069660854, 0.061399547, 0.0025128024
0.73489658, 0, 0.50512178, -0.00051891427, 0.012397484, -2.2461727e-05, 0.010983814, -0.00067715219, 0.060313802, 0.0024606961
0.73439658, 0, 0.5059878, -0.00052135665, 0.012346858, -2.2253866e-05, 0.010925912, -0.00065775546, 0.059243008, 0.002409137
0.73389658, 0, 0.50685383, -0.00052374494, 0.012296242, -2.2046252e-05, 0.01086814, -0.00063842514, 0.058187006, 0.0023581222
0.73339658, 0, 0.50771985, -0.00052607963, 0.012245642, -2.1838953e-05, 0.0108105, -0.00061916809, 0.057145641, 0.0023076494
0.73289658, 0, 0.50858588, -0.00052836124, 0.012195062, -2.1632034e-05, 0.010752998, -0.00059999123, 0.056118766, 0.002257717
0.73239658, 0, 0.50945191, -0.00053059027, 0.012144507, -2.142556e-05, 0.010695638, -0.00058090155, 0.055106234, 0.0022083241
0.73189658, 0, 0.51031793, -0.00053276724, 0.012093979, -2.1219592e-05, 0.010638423, -0.00056190613, 0.054107908, 0.0021594706
0.73139658, 0, 0.51118396, -0.00053489267, 0.012043483, -2.1014189e-05, 0.010581357, -0.00054301208, 0.053123651, 0.0021111566
0.73089658, 0, 0.51204998, -0.00053696706, 0.011993023, -2.0809408e-05, 0.010524446, -0.00052422657, 0.052153333, 0.0020633832
0.73039658, 0, 0.51291601, -0.00053899095, 0.011942603, -2.0605306e-05, 0.010467691, -0.00050555682, 0.051196826, 0.0020161518
0.72989658, 0, 0.51378203, -0.00054096487, 0.011892226, -2.0401935e-05, 0.010411098, -0.0004870101, 0.050254007, 0.0019694645
0.72939658, 0, 0.51464806, -0.00054288936, 0.011841897, -2.0199348e-05, 0.010354669, -0.00046859368, 0.049324753, 0.0019233237
0.72889658, 0, 0.51551408, -0.00054476494, 0.011791618, -1.9997594e-05, 0.010298408, -0.0004503149, 0.048408949, 0.0018777324
0.72839658, 0, 0.51638011, -0.00054659218, 0.011741395, -1.979672e-05, 0.010242318, -0.00043218108, 0.047506479, 0.001832694
0.72789658, 0, 0.51724613, -0.00054837163, 0.011691229, -1.9596775e-05, 0.010186403, -0.00041419955, 0.04661723, 0.0017882124
0.72739658, 0, 0.51811216, -0.00055010384, 0.011641126, -1.9397801e-05, 0.010130666, -0.0003963776, 0.045741093, 0.0017442916
0.72689658, 0, 0.51897818, -0.0005517894, 0.011591088, -1.9199841e-05, 0.01007511, -0.00037872252, 0.04487796, 0.001700936
0.72639658, 0, 0.51984421, -0.00055342887, 0.011541118, -1.9002938e-05, 0.010019739, -0.00036124152, 0.044027723, 0.0016581504
0.72589658, 0, 0.52071024, -0.00055502284, 0.011491221, -1.880713e-05, 0.0099645541, -0.00034394172, 0.043190278, 0.0016159396
0.72539658, 0, 0.52157626, -0.0005565719, 0.0114414, -1.8612456e-05, 0.0099095597, -0.00032683016, 0.042365522, 0.0015743088
0.72489658, 0, 0.52244229, -0.00055807665, 0.011391657, -1.8418951e-05, 0.0098547582, -0.00030991374, 0.041553351, 0.001533263
0.72439658, 0, 0.52330831, -0.00055953771, 0.011341998, -1.8226651e-05, 0.0098001523, -0.00029319918, 0.040753664, 0.0014928074
0.72389658, 0, 0.52417434, -0.00056095568, 0.011292424, -1.8035589e-05, 0.0097457449, -0.00027669305, 0.03996636, 0.0014529471
0.72339658, 0, 0.52504036, -0.00056233119, 0.011242939, -1.7845797e-05, 0.0096915385, -0.00026040169, 0.039191338, 0.0014136873
0.72289658, 0, 0.52590639, -0.00056366487, 0.011193546, -1.7657305e-05, 0.0096375357, -0.00024433122, 0.038428499, 0.001375033
0.72239658, 0, 0.52677241, -0.00056495736, 0.011144249, -1.7470144e-05, 0.0095837389, -0.00022848749, 0.037677741, 0.0013369887
0.72189658, 0, 0.52763844, -0.0005662093, 0.011095051, -1.7284339e-05, 0.0095301506, -0.00021287609, 0.036938965, 0.0012995592
0.72139658, 0, 0.52850446, -0.00056742136, 0.011045955, -1.7099919e-05, 0.0094767731, -0.00019750231, 0.036212072, 0.0012627485
0.72089658, 0, 0.52937049, -0.00056859417, 0.010996965, -1.6916908e-05, 0.0094236088, -0.00018237112, 0.03549696, 0.0012265607
0.72039658, 0, 0.53023652, -0.00056972841, 0.010948082, -1.6735329e-05, 0.0093706599, -0.0001674872, 0.034793529, 0.0011909993
0.71989658, 0, 0.53110254, -0.00057082475, 0.010899311, -1.6555206e-05, 0.0093179285, -0.00015285486, 0.034101678, 0.0011560675
0.71939658, 0, 0.53196857, -0.00057188386, 0.010850654, -1.637656e-05, 0.0092654168, -0.00013847813, 0.033421305, 0.001121768
0.71889658, 0, 0.53283459, -0.00057290642, 0.010802115, -1.6199411e-05, 0.0092131267, -0.00012436065, 0.032752309, 0.0010881032
0.71839658, 0, 0.53370062, -0.0005738931, 0.010753696, -1.6023777e-05, 0.0091610604, -0.00011050578, 0.032094587, 0.0010550749
0.71789658, 0, 0.53456664, -0.00057484459, 0.010705401, -1.5849678e-05, 0.0091092197, -9.6916487e-05, 0.031448035, 0.0010226847
0.71739658, 0, 0.53543267, -0.00057576159, 0.010657232, -1.567713e-05, 0.0090576064, -8.359545e-05, 0.03081255, 0.00099093359
0.71689658, 0, 0.53629869, -0.00057664477, 0.010609192, -1.5506147e-05, 0.0090062225, -7.0544994e-05, 0.030188025, 0.00095982199
0.71639658, 0, 0.53716472, -0.00057749482, 0.010561284, -1.5336746e-05, 0.0089550696, -5.7767118e-05, 0.029574355, 0.00092934999
0.71589658, 0, 0.53803074, -0.00057831245, 0.010513511, -1.516894e-05, 0.0089041494, -4.5263496e-05, 0.028971433, 0.00089951718
0.71539658, 0, 0.53889677, -0.00057909833, 0.010465876, -1.500274e-05, 0.0088534636, -3.3035476e-05, 0.028379151, 0.00087032263
0.71489658, 0, 0.53976279, -0.00057985315, 0.010418381, -1.4838159e-05, 0.0088030138, -2.1084086e-05, 0.0277974, 0.00084176496
0.71439658, 0, 0.54062882, -0.00058057762, 0.010371029, -1.4675208e-05, 0.0087528015, -9.4100343e-06, 0.027226069, 0.00081384228
0.71389658, 0, 0.54149485, -0.00058127241, 0.010323823, -1.4513896e-05, 0.0087028282, 1.986287e-06, 0.026665048, 0.0007865522
0.71339658, 0, 0.54236087, -0.00058193821, 0.010276765, -1.4354231e-05, 0.0086530952, 1.3104796e-05, 0.026114224, 0.00075989185
0.71289658, 0, 0.5432269, -0.0005825757, 0.010229858, -1.4196222e-05, 0.008603604, 2.3945717e-05, 0.025573484, 0.00073385788
0.71239658, 0, 0.54409292, -0.00058318557, 0.010183105, -1.4039875e-05, 0.0085543559, 3.4509573e-05, 0.025042714, 0.00070844643
0.71189658, 0, 0.54495895, -0.00058376848, 0.010136507, -1.3885197e-05, 0.0085053521, 4.479718e-05, 0.024521798, 0.00068365317
0.71139658, 0, 0.54582497, -0.00058432512, 0.010090067, -1.3732193e-05, 0.0084565937, 5.4809632e-05, 0.024010619, 0.00065947332
0.71089658, 0, 0.546691, -0.00058485614, 0.010043788, -1.3580867e-05, 0.0084080821, 6.4548294e-05, 0.023509062, 0.00063590162
0.71039658, 0, 0.54755702, -0.0005853622, 0.009997672, -1.3431223e-05, 0.0083598181, 7.401479e-05, 0.023017007, 0.00061293241
0.70989658, 0, 0.54842305, -0.00058584397, 0.0099517209, -1.3283264e-05, 0.0083118029, 8.3210983e-05, 0.022534336, 0.0005905596
0.70939658, 0, 0.54928907, -0.00058630208, 0.0099059371, -1.3136992e-05, 0.0082640375, 9.213897e-05, 0.022060929, 0.00056877672
0.70889658, 0, 0.5501551, -0.00058673719, 0.0098603227, -1.2992407e-05, 0.0082165228, 0.00010080106, 0.021596667, 0.00054757693
0.70839658, 0, 0.55102112, -0.00058714992, 0.0098148798, -1.2849512e-05, 0.0081692596, 0.00010919976, 0.021141427, 0.00052695305
0.70789658, 0, 0.55188715, -0.00058754091, 0.0097696104, -1.2708304e-05, 0.0081222487, 0.00011733776, 0.020695089, 0.00050689758
0.70739658, 0, 0.55275318, -0.00058791076, 0.0097245166, -1.2568784e-05, 0.0080754911, 0.00012521794, 0.020257531, 0.00048740274
0.70689658, 0, 0.5536192, -0.0005882601, 0.0096796002, -1.243095e-05, 0.0080289872, 0.00013284331, 0.01982863, 0.00046846047
0.70639658, 0, 0.55448523, -0.00058858952, 0.0096348631, -1.22948e-05, 0.0079827379, 0.00014021707, 0.019408263, 0.00045006246
0.70589658, 0, 0.55535125, -0.00058889961, 0.009590307, -1.2160331e-05, 0.0079367437, 0.00014734253, 0.018996307, 0.00043220016
0.70539658, 0, 0.55621728, -0.00058919096, 0.0095459338, -1.2027538e-05, 0.0078910052, 0.00015422313, 0.018592639, 0.00041486484
0.70489658, 0, 0.5570833, -0.00058946414, 0.009501745, -1.1896418e-05, 0.0078455229, 0.00016086244, 0.018197135, 0.00039804752
0.70439658, 0, 0.55794933, -0.00058971972, 0.0094577423, -1.1766967e-05, 0.0078002973, 0.00016726416, 0.01780967, 0.00038173909
0.70389658, 0, 0.55881535, -0.00058995825, 0.0094139273, -1.1639178e-05, 0.0077553287, 0.00017343207, 0.017430122, 0.00036593025
0.70339658, 0, 0.55968138, -0.00059018028, 0.0093703014, -1.1513046e-05, 0.0077106175, 0.00017937008, 0.017058367, 0.00035061155
0.70289658, 0, 0.5605474, -0.00059038634, 0.0093268661, -1.1388563e-05, 0.007666164, 0.00018508217, 0.016694279, 0.00033577341
0.70239658, 0, 0.56141343, -0.00059057695, 0.0092836228, -1.1265724e-05, 0.0076219685, 0.00019057242, 0.016337736, 0.00032140612
0.70189658, 0, 0.56227945, -0.00059075263, 0.0092405727, -1.114452e-05, 0.0075780311, 0.00019584498, 0.015988615, 0.00030749989
0.70139658, 0, 0.56314548, -0.00059091387, 0.0091977171, -1.1024944e-05, 0.0075343521, 0.00020090409, 0.015646791, 0.00029404483
0.70089658, 0, 0.56401151, -0.00059106118, 0.0091550572, -1.0906985e-05, 0.0074909316, 0.00020575403, 0.015312143, 0.00028103101
0.70039658, 0, 0.56487753, -0.00059119504, 0.0091125942, -1.0790637e-05, 0.0074477695, 0.00021039916, 0.014984548, 0.00026844844
0.69989658, 0, 0.56574356, -0.00059131591, 0.0090703291, -1.0675888e-05, 0.007404866, 0.00021484385, 0.014663884, 0.00025628712
0.69939658, 0, 0.56660958, -0.00059142425, 0.009028263, -1.056273e-05, 0.0073622209, 0.00021909253, 0.014350029, 0.00024453703
0.69889658, 0, 0.56747561, -0.00059152051, 0.0089863967, -1.0451151e-05, 0.0073198343, 0.00022314965, 0.014042864, 0.0002331882
0.69839658, 0, 0.56834163, -0.00059160514, 0.0089447313, -1.034114e-05, 0.0072777059, 0.00022701967, 0.013742269, 0.00022223069
0.69789658, 0, 0.56920766, -0.00059167855, 0.0089032675, -1.0232688e-05, 0.0072358357, 0.00023070705, 0.013448124, 0.00021165463
0.69739658, 0, 0.57007368, -0.00059174116, 0.0088620061, -1.0125782e-05, 0.0071942234, 0.00023421625, 0.013160312, 0.00020145024
0.69689658, 0, 0.57093971, -0.00059179339, 0.0088209478, -1.0020411e-05, 0.0071528687, 0.00023755171, 0.012878715, 0.00019160782
0.69639658, 0, 0.57180573, -0.00059183562, 0.0087800934, -9.9165613e-06, 0.0071117714, 0.00024071785, 0.012603217, 0.00018211781
0.69589658, 0, 0.57267176, -0.00059186823, 0.0087394435, -9.814222e-06, 0.0070709311, 0.00024371907, 0.012333703, 0.00017297076
0.69539658, 0, 0.57353779, -0.00059189161, 0.0086989985, -9.7133798e-06, 0.0070303475, 0.00024655971, 0.012070059, 0.00016415739
0.69489658, 0, 0.57440381, -0.00059190612, 0.0086587591, -9.6140217e-06, 0.0069900201, 0.0002492441, 0.011812172, 0.00015566855
0.69439658, 0, 0.57526984, -0.00059191211, 0.0086187257, -9.5161346e-06, 0.0069499485, 0.00025177649, 0.011559929, 0.00014749524
0.69389658, 0, 0.57613586, -0.00059190993, 0.0085788987, -9.4197049e-06, 0.0069101322, 0.00025416112, 0.011313222, 0.00013962863
0.69339658, 0, 0.57700189, -0.0005918999, 0.0085392785, -9.324719e-06, 0.0068705707, 0.00025640213, 0.011071939, 0.00013206007
0.69289658, 0, 0.57786791, -0.00059188237, 0.0084998654, -9.2311628e-06, 0.0068312633, 0.00025850366, 0.010835974, 0.00012478105
0.69239658, 0, 0.57873394, -0.00059185763, 0.0084606596, -9.1390224e-06, 0.0067922096, 0.00026046976, 0.010605218, 0.00011778323
0.69189658, 0, 0.57959996, -0.000591826, 0.0084216614, -9.0482833e-06, 0.0067534087, 0.00026230445, 0.010379568, 0.00011105843
0.69139658, 0, 0.58046599, -0.00059178778, 0.0083828709, -8.9589312e-06, 0.0067148602, 0.00026401168, 0.010158918, 0.00010459863
0.69089658, 0, 0.58133201, -0.00059174326, 0.0083442882, -8.8709514e-06, 0.0066765633, 0.00026559537, 0.0099431659, 9.8395957e-05
0.69039658, 0, 0.58219804, -0.00059169271, 0.0083059136, -8.7843291e-06, 0.0066385172, 0.00026705936, 0.0097322104, 9.2442684e-05
0.68989658, 0, 0.58306406, -0.0005916364, 0.0082677469, -8.6990495e-06, 0.0066007212, 0.00026840747, 0.0095259515, 8.6731236e-05
0.68939658, 0, 0.58393009, -0.00059157461, 0.0082297882, -8.6150976e-06, 0.0065631745, 0.00026964345, 0.0093242908, 8.1254177e-05
0.68889658, 0, 0.58479612, -0.00059150758, 0.0081920374, -8.5324581e-06, 0.0065258762, 0.00027077101, 0.0091271312, 7.6004208e-05
0.68839658, 0, 0.58566214, -0.00059143556, 0.0081544945, -8.4511159e-06, 0.0064888256, 0.00027179381, 0.0089343772, 7.0974169e-05
0.68789658, 0, 0.58652817, -0.0005913588, 0.0081171593, -8.3710556e-06, 0.0064520217, 0.00027271545, 0.0087459346, 6.6157034e-05
0.68739658, 0, 0.58739419, -0.00059127751, 0.0080800316, -8.2922619e-06, 0.0064154636, 0.00027353949, 0.0085617111, 6.1545916e-05
0.68689658, 0, 0.58826022, -0.00059119193, 0.0080431114, -8.2147193e-06, 0.0063791505, 0.00027426943, 0.0083816154, 5.7134063e-05
0.68639658, 0, 0.58912624, -0.00059110227, 0.0080063983, -8.1384122e-06, 0.0063430812, 0.00027490871, 0.0082055582, 5.2914864e-05
0.68589658, 0, 0.58999227, -0.00059100874, 0.007969892, -8.0633252e-06, 0.0063072549, 0.00027546072, 0.0080334513, 4.8881851e-05
0.68539658, 0, 0.59085829, -0.00059091154, 0.0079335923, -7.9894425e-06, 0.0062716706, 0.00027592878, 0.0078652083, 4.5028701e-05
0.68489658, 0, 0.59172432, -0.00059081087, 0.0078974988, -7.9167486e-06, 0.0062363272, 0.00027631615, 0.0077007442, 4.1349243e-05
0.68439658, 0, 0.59259034, -0.00059070691, 0.0078616112, -7.8452279e-06, 0.0062012237, 0.00027662601, 0.0075399757, 3.783746e-05
0.68389658, 0, 0.59345637, -0.00059059984, 0.0078259291, -7.7748646e-06, 0.006166359, 0.00027686148, 0.0073828208, 3.4487492e-05
0.68339658, 0, 0.59432239, -0.00059048984, 0.007790452, -7.7056431e-06, 0.006131732, 0.0002770256, 0.0072291992, 3.1293646e-05
0.68289658, 0, 0.59518842, -0.00059037707, 0.0077551795, -7.6375479e-06, 0.0060973417, 0.00027712131, 0.007079032, 2.8250393e-05
0.68239658, 0, 0.59605445, -0.0005902617, 0.0077201111, -7.5705633e-06, 0.0060631868, 0.00027715151, 0.0069322418, 2.5352374e-05
0.68189658, 0, 0.59692047, -0.00059014388, 0.0076852462, -7.5046737e-06, 0.0060292663, 0.00027711896, 0.0067887529, 2.2594404e-05
0.68139658, 0, 0.5977865, -0.00059002376, 0.0076505844, -7.4398636e-06, 0.0059955791, 0.00027702638, 0.0066484908, 1.9971469e-05
0.68089658, 0, 0.59865252, -0.00058990149, 0.0076161251, -7.3761176e-06, 0.0059621238, 0.00027687638, 0.0065113826, 1.747873e-05
0.68039658, 0, 0.59951855, -0.00058977721, 0.0075818677, -7.3134202e-06, 0.0059288994, 0.00027667146, 0.0063773569, 1.5111522e-05
0.67989658, 0, 0.60038457, -0.00058965104, 0.0075478116, -7.2517562e-06, 0.0058959047, 0.00027641408, 0.0062463436, 1.286535e-05
0.67939658, 0, 0.6012506, -0.00058952312, 0.0075139561, -7.1911101e-06, 0.0058631384, 0.00027610655, 0.0061182742, 1.0735886e-05
0.67889658, 0, 0.60211662, -0.00058939357, 0.0074803007, -7.131467e-06, 0.0058305993, 0.00027575115, 0.0059930815, 8.7189702e-06
0.67839658, 0, 0.60298265, -0.00058926251, 0.0074468446, -7.0728117e-06, 0.0057982861, 0.00027535002, 0.0058706997, 6.8105974e-06
0.67789658, 0, 0.60384867, -0.00058913005, 0.0074135871, -7.0151293e-06, 0.0057661977, 0.00027490526, 0.0057510643, 5.0069183e-06
0.67739658, 0, 0.6047147, -0.00058899631, 0.0073805276, -6.9584048e-06, 0.0057343327, 0.00027441885, 0.0056341123, 3.3042295e-06
0.67689658, 0, 0.60558073, -0.00058886139, 0.0073476653, -6.9026237e-06, 0.00570269, 0.00027389273, 0.0055197819, 1.6989675e-06
0.67639658, 0, 0.60644675, -0.00058872539, 0.0073149994, -6.8477712e-06, 0.0056712681, 0.00027332874, 0.0054080127, 1.877008e-07
0.67589658, 0, 0.60731278, -0.00058858842, 0.0072825293, -6.793833e-06, 0.0056400659, 0.00027272865, 0.0052987456, -1.2328781e-06
0.67539658, 0, 0.6081788, -0.00058845056, 0.0072502541, -6.7407947e-06, 0.005609082, 0.00027209417, 0.0051919226, -2.5659604e-06
0.67489658, 0, 0.60904483, -0.00058831191, 0.007218173, -6.6886421e-06, 0.0055783151, 0.00027142695, 0.0050874872, -3.8146288e-06
0.67439658, 0, 0.60991085, -0.00058817255, 0.0071862852, -6.6373612e-06, 0.0055477639, 0.00027072858, 0.004985384, -4.9818656e-06
0.67389658, 0, 0.61077688, -0.00058803258, 0.0071545899, -6.5869381e-06, 0.0055174271, 0.0002700006, 0.0048855588, -6.0705598e-06
